Term,DEEP_UND,STIM_INT,TECH_EFF,ACC_SUP,EFFORT,GRAD_STAND,RECC,RESP,FULL_NAME
Fall 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,MATS 1001
Fall 2022,6.0,6.0,5.0,5.33,5.67,5.67,6.0,3,MATS 1001
Fall 2020,5.45,5.0,5.34,5.33,4.91,5.15,5.14,86,MATS 2001
Spr 2021,5.33,5.1,5.05,5.15,5.13,4.8,5.13,40,MATS 2001
Fall 2021,5.49,4.97,5.55,5.38,5.21,5.3,5.24,71,MATS 2001
Spr 2022,5.29,4.76,5.05,5.1,5.2,5.05,5.05,41,MATS 2001
Fall 2022,5.49,5.21,5.52,5.42,5.39,5.37,5.41,74,MATS 2001
Spr 2023,5.32,4.71,5.0,5.09,5.05,4.76,5.05,38,MATS 2001
Fall 2020,3.42,2.86,2.33,2.93,2.63,2.51,2.24,59,MATS 2002
Spr 2021,3.69,3.28,2.93,3.38,3.79,3.31,2.93,29,MATS 2002
Fall 2021,5.05,5.03,4.82,5.21,4.13,3.87,4.39,38,MATS 2002
Spr 2022,5.38,5.07,5.5,5.55,5.21,5.41,5.34,29,MATS 2002
Fall 2022,5.52,5.26,5.61,5.52,4.95,4.96,5.0,24,MATS 2002
Spr 2023,5.08,4.76,5.17,5.12,4.68,4.68,4.6,25,MATS 2002
Fall 2020,5.42,5.03,5.36,5.24,4.86,4.89,5.11,39,MATS 3001
Fall 2021,5.43,5.13,5.0,5.13,4.26,5.17,4.87,23,MATS 3001
Fall 2022,5.4,5.0,5.5,5.37,4.45,5.45,5.21,20,MATS 3001
Spr 2021,5.6,5.4,5.42,5.4,5.45,5.1,5.3,20,MATS 3002
Spr 2022,5.44,4.94,5.2,5.38,5.38,4.69,5.25,16,MATS 3002
Spr 2023,5.29,4.88,5.24,5.41,5.47,5.0,5.41,17,MATS 3002
Fall 2020,5.33,5.1,5.27,5.17,4.97,4.82,5.0,102,MATS 3011
Spr 2021,5.88,5.81,5.56,5.44,5.06,4.44,5.56,16,MATS 3011
Fall 2021,5.48,5.33,5.21,5.3,5.11,5.23,5.35,83,MATS 3011
Spr 2022,5.52,5.31,5.11,5.3,5.11,4.52,5.34,29,MATS 3011
Fall 2022,5.47,5.1,5.4,5.38,4.86,5.35,5.25,59,MATS 3011
Spr 2023,5.41,5.0,5.18,5.14,5.04,5.3,5.24,29,MATS 3011
Fall 2020,5.44,5.22,5.08,5.04,5.06,4.81,5.13,56,MATS 3012
Fall 2021,5.63,5.46,5.29,5.17,5.25,4.71,5.38,24,MATS 3012
Fall 2022,5.33,4.85,4.59,4.56,4.85,4.0,4.96,27,MATS 3012
Fall 2020,5.22,4.97,5.09,5.14,5.0,5.18,4.82,42,MATS 3013
Fall 2021,4.9,4.62,4.76,4.76,4.95,5.29,4.52,21,MATS 3013
Fall 2022,4.35,4.06,3.59,3.59,3.88,4.47,4.0,17,MATS 3013
Spr 2021,5.35,4.85,5.29,5.33,5.21,5.02,5.15,50,MATS 3141
Spr 2022,5.04,4.65,5.23,5.04,5.0,4.64,4.96,26,MATS 3141
Spr 2023,5.05,4.41,5.36,4.77,4.86,5.32,4.73,23,MATS 3141
Fall 2020,5.45,5.28,5.28,5.51,4.72,4.91,5.02,44,MATS 3801
Fall 2021,5.67,5.41,5.57,5.62,4.86,5.17,5.29,59,MATS 3801
Fall 2022,5.18,4.51,4.97,4.85,4.74,4.56,4.64,42,MATS 3801
Fall 2020,4.83,4.38,3.9,4.48,4.86,4.38,4.52,29,MATS 4212
Fall 2021,5.4,5.05,4.89,5.0,5.4,5.15,5.15,20,MATS 4212
Fall 2022,4.83,4.67,4.71,4.82,5.06,4.33,4.44,18,MATS 4212
Spr 2021,5.13,4.81,5.13,4.69,3.63,4.38,4.31,16,MATS 4214
Spr 2022,5.43,4.5,5.0,4.31,3.14,4.29,3.93,14,MATS 4214
Spr 2023,5.35,4.71,4.69,4.63,3.59,4.35,4.24,17,MATS 4214
Fall 2020,5.28,5.1,5.18,5.24,4.36,5.08,4.9,39,MATS 4221
Fall 2021,5.42,5.25,5.3,5.22,4.17,4.92,5.0,24,MATS 4221
Fall 2022,5.29,5.0,5.25,4.86,3.33,4.67,4.48,21,MATS 4221
Fall 2020,5.75,5.75,5.83,5.83,5.75,5.58,5.67,12,MATS 4312
Fall 2021,5.63,5.63,5.14,5.5,5.38,5.43,5.63,8,MATS 4312
Fall 2022,6.0,6.0,5.83,5.86,5.71,5.29,5.86,7,MATS 4312
Spr 2021,5.17,5.0,5.16,5.42,5.0,4.84,5.06,19,MATS 4400
Spr 2022,5.48,5.28,5.52,5.41,5.38,4.93,5.46,29,MATS 4400
Spr 2023,5.26,4.84,5.32,5.26,5.05,5.37,5.0,19,MATS 4400
Spr 2021,5.46,5.38,5.58,5.54,5.69,5.23,5.38,13,MATS 5517
Spr 2022,5.75,5.75,5.25,5.75,5.75,5.0,5.75,4,MATS 5517
Fall 2020,4.0,4.5,3.0,5.0,4.5,3.5,3.5,2,MATS 5531
Fall 2022,4.0,6.0,4.0,6.0,6.0,6.0,6.0,1,MATS 5771
Spr 2023,5.62,5.69,5.62,5.75,5.54,5.77,5.62,13,MATS 5802
Fall 2021,6.0,5.25,5.75,5.5,5.75,5.25,5.5,4,MATS 5803
Fall 2020,5.42,5.05,5.5,5.44,5.21,5.33,5.26,19,MATS 8001
Fall 2021,5.44,5.11,5.22,5.33,4.89,4.44,5.0,9,MATS 8001
Fall 2022,5.83,5.33,5.83,5.83,5.67,5.5,5.5,6,MATS 8001
Fall 2020,3.75,3.38,4.88,4.5,3.25,5.0,4.0,8,MATS 8002
Fall 2021,4.75,3.25,3.71,4.5,3.38,4.75,3.63,8,MATS 8002
Fall 2022,5.0,4.4,4.8,4.8,3.4,4.2,4.4,5,MATS 8002
Spr 2021,5.74,5.53,5.56,5.41,5.28,5.32,5.68,19,MATS 8003
Spr 2022,5.95,5.89,5.47,5.58,5.32,5.42,5.63,19,MATS 8003
Spr 2023,5.48,5.24,5.29,5.29,4.95,5.15,5.33,21,MATS 8003
Spr 2021,5.5,5.11,5.33,5.44,5.67,5.56,5.56,9,MATS 8004
Spr 2022,4.64,4.14,4.21,4.29,4.71,4.93,4.36,14,MATS 8004
Spr 2023,4.9,4.5,4.9,4.9,5.6,5.8,4.9,10,MATS 8004
Fall 2021,5.25,5.2,4.2,5.2,5.0,5.4,5.4,5,MATS 8103
Fall 2022,5.67,6.0,5.67,5.33,5.33,5.0,5.67,3,MATS 8103
Fall 2020,5.5,5.17,5.5,5.0,5.17,5.33,5.67,6,MATS 8201
Fall 2021,4.77,4.15,4.92,4.46,3.62,4.92,4.15,13,MATS 8201
Fall 2022,5.0,5.44,5.11,5.56,5.33,5.44,5.22,10,MATS 8201
Spr 2021,5.5,5.33,5.33,5.33,5.0,5.67,5.67,3,MATS 8211
Spr 2022,5.75,5.75,4.75,5.0,4.5,4.5,5.5,4,MATS 8211
Spr 2023,6.0,6.0,,6.0,5.0,4.0,6.0,1,MATS 8211
Fall 2020,5.0,5.33,5.0,5.75,5.33,5.75,5.75,4,MATS 8217
Fall 2022,5.57,5.43,5.29,5.14,5.57,5.43,5.71,7,MATS 8217
Fall 2020,4.0,5.0,5.0,5.0,5.0,6.0,6.0,1,MATS 8221
Fall 2022,5.67,5.67,6.0,5.67,5.67,5.0,5.67,3,MATS 8221
Fall 2020,5.0,4.0,4.5,5.0,5.0,4.75,4.75,4,MATS 8301
Fall 2020,4.75,4.25,3.0,4.0,4.0,4.0,5.25,4,MATS 8995
Spr 2021,5.67,5.68,5.76,5.68,5.12,5.48,5.54,25,MATS 3851W
Spr 2022,5.65,5.24,5.65,5.48,4.47,5.15,4.89,47,MATS 3851W
Spr 2023,5.0,4.71,5.31,5.29,4.45,4.71,4.81,42,MATS 3851W
Spr 2022,5.0,5.0,5.0,5.0,3.0,4.0,4.0,1,MATS 4223W
Spr 2023,4.5,4.0,4.5,5.0,5.0,5.0,5.0,2,MATS 4223W
Spr 2021,4.91,4.54,5.03,4.89,3.09,4.54,4.26,35,MATS 4301W
Spr 2022,5.45,5.42,5.33,5.29,3.55,4.13,4.91,41,MATS 4301W
Spr 2023,5.45,5.05,5.39,5.29,4.11,5.08,4.92,40,MATS 4301W
Fall 2020,5.28,4.8,5.3,5.29,4.99,5.31,5.17,126,MBA 6030
Spr 2021,5.52,4.98,5.35,5.42,5.26,5.53,5.53,66,MBA 6030
Sum 2021,5.57,5.03,5.65,5.57,5.36,5.62,5.53,37,MBA 6030
Fall 2021,5.48,5.06,5.43,5.49,5.27,5.48,5.47,125,MBA 6030
Spr 2022,5.53,5.06,5.27,5.43,5.53,5.73,5.44,77,MBA 6030
Fall 2022,5.59,5.33,5.62,5.64,5.41,5.64,5.69,100,MBA 6030
Spr 2023,5.54,5.03,5.54,5.42,5.34,5.55,5.47,68,MBA 6030
Sum 2023,5.78,5.18,5.59,5.53,5.35,5.35,5.53,18,MBA 6030
Fall 2020,5.23,4.76,4.29,4.82,5.05,5.36,4.64,22,MBA 6035
Spr 2021,4.98,4.61,5.1,5.0,4.94,5.06,4.9,49,MBA 6035
Sum 2021,5.29,4.65,5.33,5.18,4.9,5.38,5.13,40,MBA 6035
Fall 2021,4.79,3.92,3.21,4.42,4.42,5.08,3.87,24,MBA 6035
Spr 2022,5.65,5.22,5.61,5.26,4.78,5.61,5.48,23,MBA 6035
Fall 2022,5.12,3.69,3.18,4.06,5.35,4.82,3.59,17,MBA 6035
Spr 2023,5.39,4.96,5.44,5.36,4.64,5.54,5.32,28,MBA 6035
Sum 2023,5.41,4.73,5.41,5.23,4.86,5.36,5.05,22,MBA 6035
Fall 2020,5.44,5.42,5.33,5.39,5.08,5.22,5.36,36,MBA 6110
Spr 2021,4.66,4.57,4.76,4.36,4.45,4.79,4.28,91,MBA 6110
Sum 2021,5.48,5.35,5.57,5.26,5.42,5.26,5.48,31,MBA 6110
Fall 2021,5.58,5.47,5.42,5.53,5.36,5.11,5.56,36,MBA 6110
Spr 2022,5.14,5.04,5.22,4.96,5.01,4.9,5.06,108,MBA 6110
Fall 2022,5.3,5.1,5.56,5.28,5.0,5.28,5.2,40,MBA 6110
Spr 2023,5.32,5.09,5.46,5.2,5.11,5.4,5.12,82,MBA 6110
Sum 2023,5.5,5.21,5.57,5.29,5.57,5.07,5.62,14,MBA 6110
Fall 2020,5.26,4.64,5.2,5.22,5.0,5.42,5.0,50,MBA 6120
Spr 2021,5.37,4.63,5.48,5.38,4.72,5.59,5.35,54,MBA 6120
Sum 2021,5.23,4.43,4.93,5.43,3.86,5.71,4.5,14,MBA 6120
Fall 2021,5.27,4.96,5.26,5.32,5.11,5.44,5.26,137,MBA 6120
Spr 2022,5.26,4.53,4.97,4.94,3.89,5.46,4.54,35,MBA 6120
Fall 2022,5.07,4.39,5.01,5.15,4.34,5.49,4.63,123,MBA 6120
Spr 2023,5.48,4.97,5.21,5.31,4.69,5.38,5.07,29,MBA 6120
Sum 2023,4.43,3.57,4.71,4.43,3.14,5.14,3.57,7,MBA 6120
Fall 2020,5.31,4.94,5.27,5.27,5.09,5.25,5.19,124,MBA 6140
Spr 2021,5.03,4.86,5.19,5.06,5.39,5.36,5.11,36,MBA 6140
Fall 2021,5.1,4.71,5.05,5.05,4.48,5.04,4.82,130,MBA 6140
Spr 2022,5.03,4.76,4.89,4.92,4.72,5.46,4.7,37,MBA 6140
Fall 2022,5.17,4.9,5.19,5.23,4.87,5.24,5.16,111,MBA 6140
Spr 2023,4.82,4.05,4.69,4.72,4.26,5.18,4.11,39,MBA 6140
Fall 2020,5.1,4.75,4.99,4.88,4.65,4.54,4.93,82,MBA 6210
Spr 2021,5.03,4.61,4.75,4.7,4.61,4.48,4.73,33,MBA 6210
Sum 2021,4.5,4.09,4.14,4.0,4.64,3.82,3.91,22,MBA 6210
Fall 2021,5.0,4.78,5.01,4.82,4.65,4.48,4.95,93,MBA 6210
Spr 2022,5.13,4.97,4.95,4.87,4.85,5.28,4.97,39,MBA 6210
Fall 2022,3.92,3.96,4.74,4.2,4.68,4.55,3.78,91,MBA 6210
Spr 2023,5.47,5.32,5.53,5.48,5.55,5.34,5.47,59,MBA 6210
Sum 2023,5.42,5.14,5.53,5.36,5.58,5.17,5.41,59,MBA 6210
Fall 2020,5.44,5.05,5.39,5.35,5.42,5.13,5.36,104,MBA 6220
Spr 2021,4.58,4.05,4.49,4.34,4.29,4.54,4.0,41,MBA 6220
Sum 2021,5.2,4.68,5.23,5.26,4.58,4.32,4.84,31,MBA 6220
Fall 2021,5.25,4.95,5.12,5.26,5.3,5.11,5.12,110,MBA 6220
Spr 2022,5.35,5.16,5.22,5.18,5.17,4.97,5.11,65,MBA 6220
Fall 2022,5.71,5.46,5.79,5.73,5.64,5.78,5.68,107,MBA 6220
Spr 2023,5.18,5.02,5.25,5.09,5.05,5.34,5.23,45,MBA 6220
Sum 2023,5.22,5.22,5.56,5.44,4.78,4.89,5.56,9,MBA 6220
Fall 2020,5.25,4.89,4.86,4.94,4.46,4.9,4.69,96,MBA 6230
Spr 2021,5.48,5.15,5.52,5.42,4.66,5.3,5.27,67,MBA 6230
Sum 2021,5.13,4.52,5.3,4.91,3.78,4.7,4.82,23,MBA 6230
Fall 2021,4.91,4.53,5.04,4.83,4.22,4.97,4.63,94,MBA 6230
Spr 2022,5.53,5.06,5.64,5.5,4.47,5.28,5.34,36,MBA 6230
Fall 2022,5.5,5.15,5.05,5.5,4.98,5.4,5.27,60,MBA 6230
Spr 2023,5.02,4.49,4.95,4.88,4.24,5.0,4.61,42,MBA 6230
Sum 2023,5.28,4.66,5.13,5.03,4.13,5.03,4.59,32,MBA 6230
Spr 2021,5.22,5.22,5.33,5.67,5.56,5.44,5.78,9,MBA 6235
Spr 2022,5.85,5.46,5.69,5.62,5.69,5.62,5.77,13,MBA 6235
Spr 2023,5.69,5.23,5.77,5.85,5.54,5.62,5.77,13,MBA 6235
Fall 2020,4.94,4.75,5.25,4.94,5.0,4.75,4.81,16,MBA 6240
Spr 2021,4.13,3.91,4.57,3.96,4.62,4.54,3.78,47,MBA 6240
Fall 2021,4.61,4.63,4.42,4.47,4.47,3.58,4.26,19,MBA 6240
Spr 2022,4.33,4.16,4.77,4.59,4.85,4.33,3.97,80,MBA 6240
Fall 2022,5.25,5.16,5.05,5.3,5.3,4.15,4.68,20,MBA 6240
Spr 2023,4.62,4.38,5.05,4.95,4.68,4.38,4.31,38,MBA 6240
Fall 2020,5.61,5.63,5.5,5.53,5.28,5.1,5.65,117,MBA 6300
Spr 2021,5.36,5.15,5.05,5.14,4.9,4.76,4.98,59,MBA 6300
Fall 2021,5.16,5.02,5.05,4.84,4.28,4.25,4.86,160,MBA 6300
Spr 2022,5.54,5.38,5.22,5.48,5.29,5.18,5.49,57,MBA 6300
Fall 2022,5.61,5.52,5.41,5.4,5.35,5.05,5.49,127,MBA 6300
Spr 2023,5.46,5.31,5.1,5.53,5.43,5.12,5.49,59,MBA 6300
Fall 2020,5.63,5.32,5.35,5.29,4.71,5.0,5.32,31,MBA 6315
Spr 2021,5.03,4.73,4.99,4.78,4.88,4.43,4.65,80,MBA 6315
Sum 2021,5.04,4.79,4.93,4.86,4.54,3.43,4.54,28,MBA 6315
Fall 2021,4.87,4.43,4.91,4.65,4.81,4.81,4.56,54,MBA 6315
Spr 2022,5.18,4.93,4.98,5.11,5.33,5.11,4.88,45,MBA 6315
Fall 2022,5.14,4.88,4.94,5.0,4.92,5.14,4.88,50,MBA 6315
Spr 2023,5.17,4.73,5.13,5.03,4.76,4.72,4.83,65,MBA 6315
Sum 2023,4.98,4.53,4.73,4.73,4.58,4.56,4.64,45,MBA 6315
Fall 2020,5.5,5.5,5.5,5.0,5.5,5.5,5.5,2,MBA 6403
Fall 2021,5.33,5.33,5.0,4.8,4.83,5.17,4.33,6,MBA 6403
Spr 2021,5.36,5.36,5.18,5.0,5.0,5.18,5.0,11,MBA 6501
Spr 2022,5.17,5.4,5.0,4.83,4.33,4.17,4.5,6,MBA 6501
Fall 2022,6.0,6.0,6.0,6.0,5.67,6.0,6.0,3,MBA 6501
Spr 2023,5.5,5.5,5.67,5.33,5.67,5.33,5.5,6,MBA 6501
Fall 2020,5.0,5.0,6.0,5.0,5.0,5.0,5.0,1,MBA 6502
Spr 2021,5.5,5.5,5.75,5.5,5.5,5.5,6.0,4,MBA 6502
Spr 2022,5.67,5.67,6.0,5.83,5.5,5.17,5.67,6,MBA 6502
Fall 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3,MBA 6502
Spr 2023,5.33,5.0,5.67,5.5,5.5,5.0,5.0,6,MBA 6502
Fall 2020,5.75,5.5,5.25,5.5,6.0,5.5,6.0,4,MBA 6503
Spr 2021,5.6,5.6,5.5,5.7,5.8,5.4,5.9,10,MBA 6503
Fall 2021,4.29,4.57,3.57,4.14,5.0,4.14,4.29,7,MBA 6503
Spr 2022,5.75,5.63,5.38,5.75,5.5,5.63,5.75,8,MBA 6503
Fall 2022,5.5,5.25,5.67,5.5,5.75,5.75,5.75,4,MBA 6503
Spr 2023,5.29,5.0,5.33,5.29,5.71,5.71,5.43,7,MBA 6503
Fall 2021,5.73,5.58,5.8,5.83,5.67,5.36,5.75,12,MBA 6504
Spr 2022,5.37,5.42,4.84,5.17,4.67,4.24,5.11,19,MBA 6504
Fall 2022,5.71,5.5,5.75,5.43,5.21,4.92,5.64,14,MBA 6504
Fall 2020,5.17,5.0,4.55,5.33,5.0,4.75,4.92,12,MBA 6505
Fall 2021,5.33,5.0,4.83,5.17,5.17,5.33,4.8,6,MBA 6505
Spr 2022,4.25,4.33,4.25,4.22,4.11,4.5,4.56,9,MBA 6505
Fall 2022,5.0,4.89,4.44,4.78,5.0,4.67,5.11,9,MBA 6505
Spr 2023,4.88,4.71,4.63,4.75,4.25,3.71,4.88,8,MBA 6505
Sum 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,MBS 6002
Spr 2022,6.0,6.0,,6.0,4.0,6.0,6.0,2,MBS 6002
Sum 2022,,,6.0,6.0,6.0,6.0,6.0,1,MBS 6003
Fall 2022,5.67,5.33,5.67,5.67,5.67,5.67,5.67,3,MBS 6101
Spr 2021,5.63,5.42,5.58,5.74,5.47,5.47,5.47,19,MBT 5200
Spr 2022,5.77,5.54,5.64,5.71,5.59,5.69,5.77,39,MBT 5200
Spr 2023,5.75,5.56,5.63,5.88,5.44,5.5,5.81,16,MBT 5200
Spr 2021,6.0,5.9,5.8,6.0,5.9,5.8,5.9,10,MBT 5201
Spr 2022,5.83,5.55,5.83,5.83,5.78,5.87,5.83,23,MBT 5201
Spr 2023,5.86,5.57,5.86,5.86,5.71,5.86,6.0,7,MBT 5201
Fall 2020,5.8,5.55,5.82,5.8,5.55,5.45,5.82,11,MBT 5220
Fall 2021,5.5,5.06,5.24,5.35,5.0,5.35,5.18,17,MBT 5220
Fall 2022,5.75,5.75,5.75,5.75,4.38,5.25,5.38,8,MBT 5220
Spr 2022,5.89,5.89,5.5,5.89,6.0,5.67,5.78,9,MBT 5226
Fall 2020,3.5,3.5,5.0,3.0,4.5,4.5,3.5,2,MBT 5230
Fall 2021,5.71,5.86,5.86,5.43,5.71,5.57,5.71,7,MBT 5230
Fall 2022,5.75,5.5,5.88,5.88,5.75,5.43,5.75,8,MBT 5230
Fall 2020,6.0,5.86,5.86,6.0,5.86,5.57,5.86,7,MBT 5323
Fall 2021,6.0,6.0,6.0,5.75,6.0,6.0,6.0,4,MBT 5323
Fall 2022,5.17,4.5,5.67,5.17,4.5,4.67,4.4,6,MBT 5323
Sum 2021,4.5,4.63,4.88,4.88,5.25,5.38,4.75,8,MBT 5333
Sum 2023,5.0,5.0,5.0,5.0,6.0,6.0,5.0,1,MBT 5333
Fall 2020,5.5,4.75,5.0,5.0,5.25,5.25,4.75,4,MBT 5340
Fall 2021,5.71,5.29,5.14,5.71,5.71,5.71,5.71,7,MBT 5340
Fall 2022,5.56,5.33,4.89,5.33,5.11,5.22,5.33,10,MBT 5340
Spr 2021,5.5,4.71,4.86,5.25,5.25,5.38,4.57,8,MBT 5346
Fall 2021,5.0,4.67,4.67,5.0,5.0,4.5,4.67,6,MBT 5346
Fall 2022,5.0,5.0,4.8,5.0,3.8,4.6,4.4,5,MBT 5346
Spr 2021,4.0,3.4,4.0,3.2,3.4,3.4,3.0,5,MBT 5347
Spr 2022,5.33,5.33,5.17,5.17,5.0,5.17,5.17,6,MBT 5347
Spr 2023,4.2,4.0,4.8,4.0,3.4,3.6,4.0,5,MBT 5347
Spr 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,MBT 5348
Sum 2021,5.83,5.67,5.83,5.83,5.67,5.5,5.67,6,MBT 5353
Sum 2023,5.6,5.0,5.6,5.6,5.2,5.4,5.4,5,MBT 5353
Spr 2021,6.0,5.67,5.6,5.5,5.67,5.67,6.0,6,MBT 5360
Fall 2021,4.89,4.56,5.0,4.78,4.22,4.33,4.56,9,MBT 5360
Spr 2023,5.22,4.88,5.33,5.14,5.56,5.33,5.22,9,MBT 5360
Fall 2021,5.29,4.57,4.43,4.71,4.86,5.0,4.29,7,MBT 5363
Fall 2020,5.25,5.5,5.5,5.25,5.25,5.5,5.5,4,MBT 5370
Fall 2021,5.09,4.91,4.82,5.09,5.27,5.0,5.0,11,MBT 5370
Fall 2022,4.17,4.0,4.17,4.4,4.83,4.83,4.0,6,MBT 5370
Spr 2021,5.67,5.67,6.0,5.83,6.0,5.67,5.83,6,MBT 5380
Spr 2022,5.6,5.2,5.4,5.4,5.4,5.2,5.6,5,MBT 5380
Spr 2023,5.8,5.8,5.6,5.6,5.4,5.6,5.8,5,MBT 5380
Spr 2022,6.0,6.0,6.0,6.0,6.0,5.5,6.0,2,MBT 5381
Spr 2023,6.0,5.5,5.5,5.5,5.5,5.5,5.5,2,MBT 5381
Spr 2021,5.55,5.27,5.55,5.45,5.55,5.73,5.64,11,MBT 5382
Spr 2023,6.0,6.0,5.67,5.67,5.67,5.67,6.0,3,MBT 5382
Fall 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,MBT 5420
Fall 2022,5.67,5.71,5.63,5.38,5.75,5.25,5.5,9,MBT 6501
Fall 2020,3.5,3.75,4.0,3.0,5.0,4.67,4.67,4,MCDG 8900
Spr 2021,5.0,5.33,5.33,5.0,5.67,4.0,5.33,3,MCDG 8900
Fall 2021,5.5,5.5,5.5,6.0,5.5,5.5,5.5,2,MCDG 8900
Spr 2022,4.5,4.5,4.5,3.5,4.5,4.5,4.5,2,MCDG 8900
Fall 2022,5.2,5.2,5.67,5.0,5.5,5.67,5.5,6,MCDG 8900
Spr 2023,6.0,6.0,6.0,6.0,6.0,4.5,5.67,4,MCDG 8900
Fall 2020,5.14,5.0,5.0,4.71,5.29,4.57,5.29,7,MCDG 8920
Fall 2021,5.25,5.25,5.25,5.5,5.25,5.33,5.5,4,MCDG 8920
Fall 2022,5.0,4.8,5.09,5.18,5.4,5.4,5.33,12,MCDG 8920
Fall 2020,5.28,5.22,5.33,5.39,5.56,5.5,5.39,18,MCOM 5400
Fall 2021,5.19,5.06,5.47,5.47,5.35,5.29,5.41,17,MCOM 5400
Fall 2022,4.6,4.7,5.3,4.7,5.3,5.0,4.8,10,MCOM 5400
Spr 2021,5.5,5.5,5.43,5.57,4.86,5.29,5.57,14,MCOM 5510
Fall 2021,5.33,5.25,5.25,5.5,5.0,5.0,5.25,4,MCOM 5510
Fall 2022,5.5,5.5,5.75,6.0,5.75,5.0,5.75,4,MCOM 5510
Spr 2021,4.17,4.0,3.67,4.0,4.83,4.0,4.33,6,MDI 5001
Spr 2022,5.5,5.5,5.25,5.5,5.75,5.5,5.5,4,MDI 5001
Sum 2021,4.54,4.15,4.46,4.31,4.31,3.23,4.15,13,MDI 5002
Sum 2022,6.0,5.75,5.75,6.0,6.0,5.75,5.75,4,MDI 5002
Fall 2020,4.4,4.6,4.6,4.8,5.0,4.4,4.8,5,MDI 5004
Fall 2021,3.9,4.0,3.56,3.6,4.22,2.7,3.1,10,MDI 5004
Fall 2022,5.0,5.0,5.25,5.0,5.25,5.5,4.5,4,MDI 5004
Spr 2021,5.86,5.43,5.29,5.14,5.14,5.29,5.29,7,MDI 5006
Sum 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,MDI 5006
Sum 2021,5.0,4.5,5.0,5.0,4.83,3.83,4.67,6,MDI 5008
Spr 2022,5.43,5.14,5.71,5.57,5.57,5.0,5.57,7,MDI 5008
Fall 2020,5.4,5.6,5.8,5.4,5.2,5.8,5.8,5,MDI 5010
Fall 2021,5.67,5.67,5.5,5.67,6.0,5.67,5.83,6,MDI 5010
Spr 2023,5.0,5.0,4.2,5.0,5.0,5.6,5.2,5,MDI 5010
Spr 2021,5.0,4.88,4.5,4.75,5.13,4.5,4.88,8,MDI 5012
Spr 2022,5.4,5.2,5.2,5.0,5.0,5.0,4.8,5,MDI 5012
Spr 2021,5.5,5.33,4.5,5.5,5.0,4.67,5.17,6,MDI 5013
Spr 2022,5.67,5.5,5.67,5.67,5.5,5.0,5.67,6,MDI 5013
Spr 2023,4.0,4.33,3.67,4.33,5.0,4.0,4.0,3,MDI 5013
Sum 2021,4.6,4.8,4.5,4.6,4.8,3.4,4.8,5,MDI 5014
Sum 2022,5.5,5.5,5.5,5.5,6.0,6.0,5.5,2,MDI 5014
Fall 2021,5.0,4.8,4.4,4.6,4.8,4.0,4.8,5,MDI 5015
Fall 2022,5.6,5.8,4.8,5.2,5.2,5.8,5.6,5,MDI 5015
Sum 2021,4.0,3.67,4.67,3.67,3.67,4.0,3.67,3,MDI 5020
Fall 2021,4.67,4.67,4.67,4.5,4.67,4.0,4.67,3,MDI 5020
Spr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,MDI 5020
Fall 2022,5.5,5.5,5.5,5.5,5.5,5.5,5.5,2,MDI 5020
Spr 2023,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,MDI 5020
Fall 2020,5.62,5.46,5.62,5.69,5.62,5.38,5.77,13,MDI 5050
Fall 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,MDI 5050
Spr 2021,5.73,5.67,5.67,5.67,5.75,5.92,5.92,12,MDI 5051
Spr 2022,6.0,6.0,6.0,6.0,5.75,6.0,6.0,4,MDI 5051
Spr 2023,4.75,3.75,4.5,4.75,4.25,4.25,5.0,4,MDI 5101
Fall 2020,4.75,4.88,5.5,5.25,4.63,4.25,4.75,8,MDP 5001
Fall 2021,3.71,3.71,4.57,3.86,4.86,4.57,3.43,7,MDP 5001
Fall 2022,3.5,2.0,4.5,1.0,5.5,6.0,1.5,2,MDP 5001
Spr 2021,5.6,5.33,5.33,5.33,5.0,5.0,5.17,6,MDP 5002
Spr 2022,4.63,3.88,4.38,4.25,5.0,3.88,3.5,8,MDP 5002
Spr 2023,5.5,5.5,5.5,5.75,6.0,6.0,5.25,4,MDP 5002
Spr 2021,5.5,4.83,5.17,5.83,3.5,4.5,4.83,6,MDP 5005
Spr 2022,5.64,5.36,5.27,5.36,5.0,5.27,5.18,11,MDP 5005
Spr 2023,4.71,4.71,4.88,4.71,4.71,5.75,4.88,8,MDP 5005
Fall 2020,6.0,5.5,6.0,6.0,6.0,6.0,6.0,4,MDP 5100
Fall 2021,3.67,4.0,4.33,4.33,4.0,4.67,3.67,3,MDP 5100
Fall 2022,4.4,4.6,4.4,3.6,4.6,3.8,4.0,5,MDP 5100
Spr 2021,5.0,5.4,5.0,4.4,5.4,4.8,5.25,5,MDP 5200
Spr 2022,5.0,5.0,5.0,4.67,4.75,3.25,5.0,4,MDP 5200
Spr 2023,5.25,5.5,5.25,5.25,5.5,4.25,5.25,4,MDP 5200
